ID,electricity_consumption,temperature_2m_max,temperature_2m_min,sunshine_duration,daylight_duration,wind_speed_10m_max,wind_direction_10m_dominant
cluster_2_2017-09-26,448.672,20.6,10.9,31436.233333333337,43062.78333333333,15.5,331.7904939615969
cluster_3_2017-09-26,647.143,21.5,9.4,34674.323333333334,43089.26,10.9,265.9984709374628
cluster_4_2017-09-26,946.752,21.0,13.3,19713.846666666665,43065.31333333333,9.0,346.6749040988669
cluster_1_2017-09-27,308.183,21.2,11.9,19111.40333333333,42821.926666666666,17.8,152.3844866176508
cluster_2_2017-09-27,450.962,25.8,9.4,24452.963333333333,42860.91333333333,18.8,138.3406016574657
cluster_3_2017-09-27,645.885,26.1,10.6,38993.693333333336,42900.5,14.1,101.93581141730772
cluster_4_2017-09-27,953.733,24.0,11.5,23192.38333333333,42865.0,14.0,159.679938320173
cluster_1_2017-09-28,309.646,21.4,14.8,24276.53,42606.39333333333,18.0,192.31766537303315
cluster_2_2017-09-28,451.354,26.2,13.4,26372.52333333333,42658.19,19.9,175.72868253177117
cluster_3_2017-09-28,642.022,27.7,12.9,33430.65666666667,42710.943333333336,13.5,175.07074333732027
cluster_4_2017-09-28,947.677,23.9,12.9,29545.86666666667,42663.84333333333,15.6,190.3364845642301
cluster_1_2017-09-29,302.846,24.0,12.9,21798.72,42390.083333333336,20.9,201.0
cluster_2_2017-09-29,442.371,26.8,15.1,32740.15333333333,42454.746666666666,21.0,184.08175408132325
cluster_3_2017-09-29,636.302,28.0,13.2,37273.55,42520.706666666665,16.6,226.5759759799216
cluster_4_2017-09-29,932.008,26.7,12.9,36189.6,42461.96,15.8,185.3820546593216
cluster_1_2017-09-30,261.834,17.7,12.3,21056.446666666667,42173.13,19.5,257.5624026081101
cluster_2_2017-09-30,395.165,17.9,12.5,14753.159999999998,42250.69666666666,15.3,279.4297514830762
cluster_3_2017-09-30,581.587,22.0,12.3,22000.81333333333,42329.91666666666,28.2,296.1385169253488
cluster_4_2017-09-30,833.816,18.8,10.4,9242.72,42259.48333333334,18.7,265.28377495151847
cluster_1_2017-10-01,249.598,19.1,11.0,1853.1966666666667,41955.66333333334,23.2,187.6369541722158
cluster_2_2017-10-01,373.163,18.5,11.3,6366.403333333333,42046.17333333333,31.1,204.23642547492784
cluster_3_2017-10-01,553.887,21.4,8.6,24481.756666666664,42138.69666666666,18.7,226.9554533924189
cluster_4_2017-10-01,805.005,18.2,7.8,14780.74,42056.54333333333,21.4,214.99210395066444
cluster_1_2017-10-02,306.302,18.7,14.5,14355.763333333334,41737.82333333333,27.1,252.06318494118003
cluster_2_2017-10-02,441.88,20.3,13.6,9832.916666666666,41841.30666666667,32.0,252.5214328344925
cluster_3_2017-10-02,639.556,21.8,11.4,12006.796666666669,41947.16666666666,23.3,207.62237537329096
cluster_4_2017-10-02,937.607,20.0,13.5,7899.463333333333,41853.26,24.9,205.72223172391583
cluster_1_2017-10-03,309.923,15.9,9.9,33650.736666666664,41519.73666666666,17.7,302.33003382966785
cluster_2_2017-10-03,452.384,21.8,10.1,24160.19,41636.22666666666,23.9,298.6299884575715
cluster_3_2017-10-03,653.904,23.2,9.5,28663.176666666663,41755.44,25.8,300.5711742618957
cluster_4_2017-10-03,950.704,18.4,11.7,24854.76,41649.76333333333,19.4,330.86479440372665
cluster_1_2017-10-04,320.162,16.5,7.9,32155.573333333334,41301.55,17.2,252.6677210568365
cluster_2_2017-10-04,453.926,23.0,7.2,23806.65,41431.05333333334,25.8,292.2850274980397
cluster_3_2017-10-04,655.38,22.7,6.7,33896.02666666667,41563.64333333333,14.9,345.5706075555349
cluster_4_2017-10-04,970.942,18.4,7.0,33775.25666666666,41446.18666666667,12.7,284.3684492730965
cluster_1_2017-10-05,327.249,17.2,7.7,9327.066666666668,41083.39333333333,31.0,267.0168708191585
cluster_2_2017-10-05,461.656,23.5,8.9,25065.00333333333,41225.91666666666,35.3,286.5468197556038
cluster_3_2017-10-05,660.227,21.9,9.1,34590.003333333334,41371.89666666667,25.2,291.9995687817829
cluster_4_2017-10-05,981.584,21.8,7.1,28566.30666666667,41242.65333333333,28.6,291.81263667142974
cluster_1_2017-10-06,324.105,14.9,7.2,36399.04,40865.4,22.1,320.02375010963164
cluster_2_2017-10-06,459.652,19.2,8.7,29268.58666666667,41020.95333333333,26.6,313.0950184149522
cluster_3_2017-10-06,657.532,20.9,6.9,36797.723333333335,41180.32666666667,51.4,324.0
cluster_4_2017-10-06,980.102,16.0,7.5,32150.460000000003,41039.29,25.6,334.95256939385064
cluster_1_2017-10-07,286.978,16.6,5.9,13893.22,40647.71333333333,26.6,239.67230796817603
cluster_2_2017-10-07,418.954,18.0,4.0,22791.91333333333,40816.29,29.0,263.2418740315772
cluster_3_2017-10-07,605.079,20.9,7.7,33541.00666666667,40989.060000000005,27.2,316.31004812933924
cluster_4_2017-10-07,909.021,16.0,5.3,31179.93333333333,40836.23666666667,21.1,275.48065299423547
cluster_1_2017-10-08,261.546,16.4,10.3,17452.13666666667,40430.47666666666,22.5,288.67345824036954
cluster_2_2017-10-08,392.145,18.8,5.7,24628.81333333333,40612.066666666666,17.1,292.0666885183841
cluster_3_2017-10-08,572.181,23.1,8.4,29853.086666666662,40798.21666666667,34.8,296.2525983568297
cluster_4_2017-10-08,849.092,16.6,7.8,11469.563333333334,40633.60999999999,19.3,290.0701168793488
cluster_1_2017-10-09,314.875,17.5,8.6,22117.263333333336,40213.82666666667,14.8,239.30817771773783
cluster_2_2017-10-09,460.083,19.5,8.4,29367.68,40408.40333333333,16.7,272.4298139194456
cluster_3_2017-10-09,648.79,21.9,9.6,23530.6,40607.92333333333,26.3,279.31530476373865
cluster_4_2017-10-09,974.178,17.9,9.4,27830.02333333333,40431.56,11.9,298.2988045698584
cluster_1_2017-10-10,323.853,17.1,12.7,10707.410000000002,39997.91,20.2,241.66351543576985
cluster_2_2017-10-10,464.687,21.1,10.8,17462.576666666668,40205.45,24.7,269.82848200283524
cluster_3_2017-10-10,663.131,21.3,8.5,22423.69333333333,40418.30666666667,19.2,5.410562071378809
cluster_4_2017-10-10,981.015,19.2,8.8,22521.673333333336,40230.21666666667,16.9,272.68523743952284
cluster_1_2017-10-11,320.743,18.2,11.0,26262.27,39782.86666666667,28.3,213.3332279826744
cluster_2_2017-10-11,463.084,26.3,9.2,28689.39,40003.34,29.8,190.204284206566
cluster_3_2017-10-11,660.788,26.8,10.2,35564.88333333333,40229.51,16.6,176.2831278657269
cluster_4_2017-10-11,987.407,22.4,9.6,34027.61666666667,40029.71333333333,20.9,200.42975148307616
cluster_1_2017-10-12,317.73,18.5,13.0,21252.73,39568.85333333333,22.2,236.3332279826744
cluster_2_2017-10-12,460.11,22.4,11.2,27356.306666666667,39802.21333333334,28.1,264.98241852377566
cluster_3_2017-10-12,659.248,22.7,11.4,33028.846666666665,40041.64666666667,18.4,223.4714601553605
cluster_4_2017-10-12,971.57,21.3,9.3,25270.353333333333,39830.193333333336,17.9,247.3349908640192
cluster_1_2017-10-13,311.419,21.9,12.5,33963.82666666667,39356.01333333333,14.5,217.3284723925776
cluster_2_2017-10-13,450.355,27.0,11.1,28381.97333333333,39602.21,20.7,168.1621499572216
cluster_3_2017-10-13,656.673,26.1,8.4,35159.863333333335,39854.87,11.5,159.39347332133326
cluster_4_2017-10-13,949.608,22.0,10.4,34204.8,39631.8,12.7,348.8600162072687
cluster_1_2017-10-14,267.213,21.0,10.1,34714.60666666667,39144.51,11.5,140.67345824036954
cluster_2_2017-10-14,398.109,24.0,10.3,34667.36666666667,39403.48,21.4,140.87694647989528
cluster_3_2017-10-14,591.178,26.9,8.3,31775.92333333334,39669.3,15.1,86.79363383346602
cluster_4_2017-10-14,845.932,24.1,8.7,34896.07,39434.676666666666,10.8,120.50983806167623
cluster_1_2017-10-15,246.065,23.8,11.4,33892.85666666666,38934.49,23.8,166.68840333800014
cluster_2_2017-10-15,372.048,25.8,11.5,33648.05,39206.170000000006,24.5,163.43993494459795
cluster_3_2017-10-15,547.604,29.1,8.8,35459.04666666667,39485.09,18.4,156.8019159962804
cluster_4_2017-10-15,801.069,24.0,9.3,35202.22333333333,39238.97,22.1,181.6503690081608
cluster_1_2017-10-16,302.674,24.4,13.6,33995.81666666666,38725.91333333333,29.1,176.29579555594324
cluster_2_2017-10-16,438.837,25.4,13.5,33983.92333333333,39010.23666666667,25.7,169.31876632240585
cluster_3_2017-10-16,629.639,29.1,9.2,35226.16,39302.19,18.2,180.08739251537642
cluster_4_2017-10-16,926.746,25.0,12.3,34956.183333333334,39044.63333333333,25.3,182.35280948423025
cluster_1_2017-10-17,313.521,21.8,10.8,31465.003333333338,38517.130000000005,16.0,69.43417689088501
cluster_2_2017-10-17,452.836,23.8,11.6,31992.84,38814.130000000005,28.1,148.17517699550734
cluster_3_2017-10-17,645.968,27.5,8.5,35075.68333333333,39119.16,21.7,151.8871804480691
cluster_4_2017-10-17,947.351,24.5,9.5,34056.28333333333,38850.14333333333,23.1,151.50590686795172
cluster_1_2017-10-18,315.508,20.6,12.0,20530.81333333333,38307.886666666665,14.4,156.69944562150835
cluster_2_2017-10-18,455.54,25.7,11.0,27757.58,38617.62,37.3,145.35341515875223
cluster_3_2017-10-18,652.355,24.2,7.7,30006.41333333333,38935.78666666667,27.2,151.6149832604484
cluster_4_2017-10-18,956.252,22.8,9.7,33643.776666666665,38655.25333333333,23.5,179.98774439863757
cluster_1_2017-10-19,319.149,21.2,11.3,27156.42333333333,38098.35333333333,34.2,171.33003382966783
cluster_2_2017-10-19,454.181,21.3,12.3,17615.193333333333,38420.85666666667,27.4,203.6509670176873
cluster_3_2017-10-19,653.235,23.0,9.3,31802.28,38752.21333333334,32.5,165.10357478437138
cluster_4_2017-10-19,953.245,24.3,12.5,28155.9,38460.12333333334,25.7,175.33686150518625
cluster_1_2017-10-20,320.048,17.9,11.1,29774.396666666667,37888.68666666667,30.1,220.66670428043915
cluster_2_2017-10-20,452.601,21.9,11.3,25895.59333333333,38223.996666666666,35.1,196.9862050484664
cluster_3_2017-10-20,652.377,23.3,10.3,24158.55,38568.57333333333,23.4,171.2540516109798
cluster_4_2017-10-20,956.008,21.7,11.0,18793.070000000003,38264.91333333334,26.4,206.546203834528
cluster_1_2017-10-21,282.946,17.5,11.1,27744.196666666667,37679.04666666667,39.0,216.33975309425784
cluster_2_2017-10-21,407.908,18.7,11.3,17439.226666666666,38027.19666666667,33.9,225.3156887441189
cluster_3_2017-10-21,600.853,21.6,12.4,24492.36,38385.03333333333,23.8,240.44557363184185
cluster_4_2017-10-21,862.666,23.4,11.0,21918.97,38069.77333333334,30.5,211.12873614160029
cluster_1_2017-10-22,275.246,13.6,9.0,24706.08333333333,37469.613333333335,32.4,255.36100044750697
cluster_2_2017-10-22,399.569,15.5,9.2,25047.83333333333,37830.613333333335,34.9,260.5578083037664
cluster_3_2017-10-22,579.18,19.0,9.3,27339.09,38201.73666666666,39.3,275.10357478437135
cluster_4_2017-10-22,853.973,14.6,8.2,31039.146666666667,37874.85666666667,28.9,267.98485045223464
cluster_1_2017-10-23,340.424,15.3,8.6,0.0,37260.55666666666,20.9,235.33237777578915
cluster_2_2017-10-23,475.32,17.1,8.3,10978.256666666668,37634.41666666666,18.7,252.7121319449047
cluster_3_2017-10-23,675.611,18.7,8.0,25531.88333333333,38018.833333333336,47.9,259.9565151813213
cluster_4_2017-10-23,1014.242,14.1,8.1,5970.55,37680.33666666666,21.3,283.24340324757577
cluster_1_2017-10-24,340.108,18.5,12.5,17.026666666666667,37052.05666666667,19.5,217.6689084421498
cluster_2_2017-10-24,472.025,21.3,8.1,11148.213333333331,37438.77,23.3,192.8632040158624
cluster_3_2017-10-24,682.987,22.4,10.0,26998.52,37836.48666666667,29.3,135.43886775945035
cluster_4_2017-10-24,1013.713,18.8,9.9,7360.833333333333,37486.37333333333,14.8,246.86798374597808
cluster_1_2017-10-25,333.684,19.3,11.6,24157.07,36844.28333333333,17.1,223.66619627955163
cluster_2_2017-10-25,466.495,25.4,9.7,25262.19333333333,37243.84,22.8,190.67268493660345
cluster_3_2017-10-25,670.504,25.7,10.8,29015.09333333333,37654.84333333333,13.1,140.5160200675455
cluster_4_2017-10-25,996.16,19.4,9.4,27005.696666666667,37293.136666666665,12.1,192.3244237792732
cluster_1_2017-10-26,331.864,16.9,8.7,10895.826666666666,36637.43333333333,7.4,146.60850469484467
cluster_2_2017-10-26,470.165,25.2,10.4,18558.323333333334,37049.80666666666,19.5,151.57265057722577
cluster_3_2017-10-26,677.646,26.5,10.9,28967.79333333333,37474.083333333336,12.8,207.9898663375353
cluster_4_2017-10-26,998.982,22.3,8.5,20634.69,37100.8,9.4,153.57468534103575
cluster_1_2017-10-27,333.246,15.4,7.3,26989.89,36431.68,18.4,347.11118404566287
cluster_2_2017-10-27,468.331,19.0,7.5,16275.716666666667,36856.83,21.3,332.59347619707387
cluster_3_2017-10-27,669.668,22.7,10.1,25421.303333333333,37294.35666666667,48.5,317.3472919484012
cluster_4_2017-10-27,985.17,16.6,8.5,15359.766666666668,36909.53333333333,23.4,339.3364845642301
cluster_1_2017-10-28,308.048,14.7,4.9,23779.066666666666,36227.22666666666,22.7,271.66194481070727
cluster_2_2017-10-28,433.173,16.1,4.5,22673.896666666667,36665.11666666667,27.1,288.67557622072684
cluster_3_2017-10-28,627.529,19.7,5.6,28520.016666666663,37115.84666666667,39.0,313.5777205272671
cluster_4_2017-10-28,928.814,14.2,5.5,27835.016666666663,36719.52333333332,21.4,306.15831679581555
cluster_1_2017-10-29,295.112,15.4,8.6,4284.293333333334,36024.27,26.0,307.34963261827176
cluster_2_2017-10-29,416.74,14.8,5.3,11406.086666666668,36474.83,29.4,295.9798954989538
cluster_3_2017-10-29,610.54,18.5,6.7,13212.846666666666,36938.71666666667,54.0,283.3949282941809
cluster_4_2017-10-29,899.349,15.3,5.3,0.0,36530.95,24.0,308.6017141696649
cluster_1_2017-10-30,356.938,12.0,3.8,26415.126666666667,35823.01,13.3,22.12879998618133
cluster_2_2017-10-30,496.045,14.9,5.1,24229.960000000003,36286.176666666666,19.7,341.2597048080248
cluster_3_2017-10-30,698.762,19.3,3.5,30566.823333333334,36763.14666666667,44.1,353.55481884277424
cluster_4_2017-10-30,1055.564,12.0,4.2,30520.463333333333,36343.996666666666,27.2,6.402111379991282
cluster_1_2017-10-31,386.983,12.7,2.6,30889.49333333333,35623.64666666667,9.0,116.63219484137733
cluster_2_2017-10-31,533.595,15.0,2.6,29534.823333333334,36099.34333333333,18.1,35.767721820362674
cluster_3_2017-10-31,746.979,19.6,0.9,32298.976666666666,36589.31333333333,12.0,17.41084255177703
cluster_4_2017-10-31,1113.073,12.1,2.6,32027.52,36158.86666666667,13.9,18.86929046141061
cluster_1_2017-11-01,339.757,15.0,4.0,28662.2,35426.40666666667,14.0,147.34665633052398
cluster_2_2017-11-01,477.61,18.5,4.7,28899.430000000004,35914.52333333334,22.2,146.06068511454745
cluster_3_2017-11-01,684.514,20.3,3.3,30942.306666666667,36417.40333333333,15.0,147.4566393700639
cluster_4_2017-11-01,1011.431,15.9,2.2,31743.86666666667,35975.75,12.4,161.65326132565343
cluster_1_2017-11-02,366.036,15.0,6.3,7403.73,35231.496666666666,13.5,237.3418020203997
cluster_2_2017-11-02,514.586,20.3,6.6,17472.64,35731.93,19.9,209.7450894628097
cluster_3_2017-11-02,726.2,22.3,7.0,25094.63333333333,36247.61666666667,19.2,149.8851765165652
cluster_4_2017-11-02,1088.088,18.1,6.6,16933.17,35794.85666666667,15.9,211.41217990043256
cluster_1_2017-11-03,358.377,17.1,8.2,18610.99333333333,35039.14000000001,15.3,143.65666885669765
cluster_2_2017-11-03,510.264,19.9,4.3,23645.056666666667,35551.76,19.7,134.32434809439377
cluster_3_2017-11-03,715.719,21.2,6.1,29502.936666666665,36080.13333333333,15.3,102.5
cluster_4_2017-11-03,1064.088,17.4,7.6,23430.943333333333,35616.38333333334,11.7,137.70420444405676
cluster_1_2017-11-04,314.648,16.4,7.1,9381.793333333331,34849.573333333334,30.2,213.2936785437818
cluster_2_2017-11-04,458.827,18.1,8.5,10403.48,35374.24333333333,28.1,183.39668218296944
cluster_3_2017-11-04,659.373,19.7,6.3,21090.78,35915.15333333333,38.2,163.03237933440818
cluster_4_2017-11-04,964.969,18.1,9.1,20686.323333333334,35440.543333333335,25.8,194.7063214562181
cluster_1_2017-11-05,314.702,11.1,4.1,29180.216666666664,34662.79666666667,24.1,279.6663655959727
cluster_2_2017-11-05,457.529,13.1,4.9,28360.68,35199.37,25.5,287.336088185593
cluster_3_2017-11-05,640.848,17.7,6.6,17062.53,35752.69,47.4,295.62594161202816
cluster_4_2017-11-05,958.254,13.1,4.7,27353.23,35267.34333333333,24.1,294.96602419811734
cluster_1_2017-11-06,396.202,11.0,1.6,29871.11,34477.03666666666,16.3,321.5267271162868
cluster_2_2017-11-06,574.248,10.2,2.9,27817.57,35025.486666666664,28.0,329.24560245085934
cluster_3_2017-11-06,784.662,12.6,3.6,27604.65333333333,35591.189999999995,51.6,347.3684492730965
cluster_4_2017-11-06,1173.269,10.6,2.6,24828.390000000003,35095.14000000001,37.4,348.66762222421085
cluster_1_2017-11-07,423.884,10.1,-1.3,20762.196666666667,34292.04,16.8,138.12477027118032
cluster_2_2017-11-07,617.391,10.4,-0.6,28869.11333333333,34852.35333333333,17.5,296.8823020362696
cluster_3_2017-11-07,840.166,12.9,1.7,23599.97333333333,35430.43666666667,27.5,352.6193780464825
cluster_4_2017-11-07,1245.518,9.4,-0.7,19262.856666666667,34923.69666666666,27.7,343.6751134124221
cluster_1_2017-11-08,423.636,10.1,4.1,4683.263333333333,34107.996666666666,26.3,0.9263180676192292
cluster_2_2017-11-08,623.11,11.4,0.3,14454.753333333332,34680.15333333333,22.3,239.36154335466625
cluster_3_2017-11-08,841.5,12.3,6.6,19391.056666666667,35270.596666666665,28.0,297.751362887714
cluster_4_2017-11-08,1275.974,8.4,1.3,8658.283333333335,34753.19333333333,11.8,310.9010663707683
cluster_1_2017-11-09,422.576,11.2,3.4,11383.99,33925.113333333335,18.4,263.3299021184476
cluster_2_2017-11-09,620.277,10.9,4.6,9184.86,34509.073333333334,21.7,273.4887465605456
cluster_3_2017-11-09,841.46,14.1,5.7,17330.36333333333,35111.85333333333,26.1,327.4646855897733
cluster_4_2017-11-09,1239.005,11.0,2.3,7771.893333333333,34583.81333333333,20.4,324.0314983073466
cluster_1_2017-11-10,410.428,13.6,6.8,10415.373333333331,33743.60333333333,27.3,269.17019600100446
cluster_2_2017-11-10,597.211,13.1,5.5,5581.27,34339.310000000005,24.2,268.34216645114924
cluster_3_2017-11-10,839.481,14.9,5.0,10606.223333333332,34954.37666666667,37.7,248.5063509080541
cluster_4_2017-11-10,1196.972,12.3,2.6,2356.8266666666664,34415.75666666666,22.5,268.87034901505234
cluster_1_2017-11-11,350.748,13.8,6.6,0.0,33563.66,32.9,259.05275869178723
cluster_2_2017-11-11,512.469,13.5,5.6,0.0,34171.05666666667,27.7,258.5871626012955
cluster_3_2017-11-11,727.901,16.7,6.0,13639.576666666666,34798.35333333333,41.5,272.0
cluster_4_2017-11-11,1051.001,13.1,6.0,1200.0,34249.21,28.1,220.64409501496127
cluster_1_2017-11-12,329.807,13.1,4.7,20416.77333333333,33385.51333333333,35.2,304.9991869439127
cluster_2_2017-11-12,480.954,14.6,5.0,14429.11,34004.520000000004,33.5,286.5283703654802
cluster_3_2017-11-12,687.474,17.8,3.7,16923.036666666667,34643.973333333335,45.1,283.3664110071014
cluster_4_2017-11-12,1020.776,14.5,3.3,11117.0,34084.38,36.6,264.12189577450306
cluster_1_2017-11-13,417.292,9.2,3.7,28103.81,33209.38,25.0,334.33499428378383
cluster_2_2017-11-13,604.922,9.5,3.5,23651.13333333333,33839.89666666667,29.8,327.330657725971
cluster_3_2017-11-13,822.138,11.6,3.3,28219.966666666664,34491.42333333333,54.2,332.314758216512
cluster_4_2017-11-13,1234.297,9.1,3.0,24503.906666666662,33921.46666666667,31.1,334.6677210568365
cluster_1_2017-11-14,439.256,11.0,1.5,16922.62,33035.49,14.8,245.6510856534076
cluster_2_2017-11-14,640.501,9.3,0.5,25131.046666666665,33677.420000000006,17.4,288.4221625275046
cluster_3_2017-11-14,877.896,14.4,0.2,27716.67333333333,34340.90333333333,31.2,358.34216645114924
cluster_4_2017-11-14,1274.676,10.5,1.6,27731.65,33760.68333333333,28.3,329.9127109022517
cluster_1_2017-11-15,436.677,12.3,5.4,5079.506666666667,32864.073333333334,15.1,204.77690432608776
cluster_2_2017-11-15,631.891,12.4,-0.6,13529.356666666668,33517.28333333333,12.1,255.7969462339816
cluster_3_2017-11-15,890.712,14.9,-1.3,29304.623333333333,34192.60999999999,18.5,1.999999999999998
cluster_4_2017-11-15,1273.09,9.9,1.0,20513.106666666667,33602.25,15.7,0.4483591622034741
cluster_1_2017-11-16,443.77,12.4,3.0,20333.54,32695.373333333333,7.9,180.43644102893367
cluster_2_2017-11-16,634.491,10.6,-0.7,15741.186666666666,33359.72,13.7,209.37231570372927
cluster_3_2017-11-16,889.314,15.2,-1.2,25273.3,34046.753333333334,10.3,41.054405274206005
cluster_4_2017-11-16,1265.981,10.6,-0.4,23666.6,33446.37666666667,10.2,14.520449502518323
cluster_1_2017-11-17,430.461,11.4,1.1,8925.766666666666,32529.626666666667,10.2,333.7835567592586
cluster_2_2017-11-17,625.598,13.3,2.0,21534.596666666665,33204.956666666665,10.5,350.0296426010625
cluster_3_2017-11-17,864.86,15.1,-0.2,20139.166666666668,33903.53333333333,17.1,341.98880909609204
cluster_4_2017-11-17,1243.288,10.9,0.1,18269.283333333333,33293.276666666665,16.2,0.1039093610171008
cluster_1_2017-11-18,380.05,10.3,-0.9,17528.016666666666,32367.09,23.1,255.0
cluster_2_2017-11-18,577.667,10.9,0.6,19981.393333333333,33053.22,22.1,278.3939515436799
cluster_3_2017-11-18,802.006,14.9,2.8,27127.72333333333,33763.166666666664,19.5,330.0
cluster_4_2017-11-18,1164.754,9.0,3.1,12652.743333333334,33143.20333333333,18.7,308.8779871443331
cluster_1_2017-11-19,359.048,10.7,0.2,20716.03,32208.013333333336,22.5,296.6772728083119
cluster_2_2017-11-19,550.701,10.2,-0.2,18158.98,32904.75,16.5,283.7004469133389
cluster_3_2017-11-19,786.867,13.9,1.0,28756.93333333333,33625.869999999995,42.5,322.8090013349721
cluster_4_2017-11-19,1107.997,10.1,1.3,8579.35,32996.36666666667,21.4,308.5072827859224
cluster_1_2017-11-20,418.182,12.3,-0.1,8889.783333333333,32052.646666666667,23.2,228.9993901614561
cluster_2_2017-11-20,620.66,11.9,0.5,10124.956666666669,32759.783333333336,27.6,193.4164810469464
cluster_3_2017-11-20,871.927,14.6,-0.0,23133.77333333333,33491.85666666667,34.5,177.95935888162052
cluster_4_2017-11-20,1275.855,10.8,-1.1,14774.26333333333,32853.01333333333,24.0,261.49276512433534
cluster_1_2017-11-21,416.668,13.2,8.1,33.21333333333333,31901.27,23.4,227.0015266907197
cluster_2_2017-11-21,614.582,14.7,2.6,11282.763333333334,32618.56333333333,26.8,197.29066215722747
cluster_3_2017-11-21,865.534,17.7,3.0,23584.086666666662,33361.35999999999,21.0,186.48298101852896
cluster_4_2017-11-21,1256.24,11.8,-0.0,17930.433333333334,32713.39,18.5,202.97401449249085
cluster_1_2017-11-22,404.465,14.8,7.6,26783.54,31754.146666666667,29.6,187.6683322396841
cluster_2_2017-11-22,593.007,15.1,1.9,27486.63333333333,32481.346666666665,29.9,173.69660507394494
cluster_3_2017-11-22,834.109,19.8,4.4,29053.34,33234.6,20.6,155.40616381401887
cluster_4_2017-11-22,1209.338,15.0,1.9,28210.63,32577.733333333337,28.2,191.34006399697384
cluster_1_2017-11-23,391.029,15.7,8.9,17181.923333333336,31611.55,42.4,212.6689084421498
cluster_2_2017-11-23,567.504,17.8,9.0,20339.096666666665,32348.38666666667,41.1,188.66895842375155
cluster_3_2017-11-23,793.428,19.8,6.5,27312.573333333334,33111.81,25.5,166.34221293948548
cluster_4_2017-11-23,1169.848,15.2,8.4,26624.36,32446.29333333333,36.4,196.32350698632743
cluster_1_2017-11-24,385.834,12.7,5.9,8480.403333333334,31473.76,29.4,235.36844927309647
cluster_2_2017-11-24,563.783,16.8,6.7,9317.006666666666,32219.926666666663,25.8,203.67609872899763
cluster_3_2017-11-24,792.73,15.9,9.4,8552.023333333333,32993.22666666666,27.2,170.62325031711632
cluster_4_2017-11-24,1151.972,14.4,8.4,5637.766666666666,32319.33,27.9,205.02925327202107
cluster_1_2017-11-25,371.527,8.2,2.2,17020.11,31340.853333333333,20.5,275.66670428043915
cluster_2_2017-11-25,540.478,11.9,2.1,21249.9,32096.05,25.3,282.98927388593665
cluster_3_2017-11-25,741.468,15.3,3.5,15335.836666666668,32878.90333333333,42.6,294.7011543569135
cluster_4_2017-11-25,1106.277,12.5,2.3,19788.52333333333,32196.906666666662,25.9,274.00652234094207
cluster_1_2017-11-26,389.831,8.0,0.8,24613.97,31211.36666666667,19.3,251.9971445125787
cluster_2_2017-11-26,574.276,9.3,0.6,26398.16333333333,31975.39,23.6,273.03318347567745
cluster_3_2017-11-26,778.123,10.4,0.8,26819.95333333333,32767.58666666667,50.8,278.1915156869052
cluster_4_2017-11-26,1151.319,7.9,-0.2,21390.916666666668,32077.666666666668,19.4,288.0484965238828
cluster_1_2017-11-27,447.649,10.2,2.8,62.96,31085.07666666667,32.4,233.00356445429645
cluster_2_2017-11-27,659.806,9.5,-1.1,14643.733333333332,31857.726666666666,32.4,205.58145174174047
cluster_3_2017-11-27,894.201,11.6,1.0,21264.29,32659.073333333334,33.3,199.5947132513502
cluster_4_2017-11-27,1313.657,8.7,-0.0,10020.25,31961.41,30.7,204.815426365686
cluster_1_2017-11-28,448.076,9.5,1.4,23397.38666666667,30962.16,29.9,263.4015129161688
cluster_2_2017-11-28,659.653,10.3,-0.9,21362.356666666663,31743.236666666664,31.1,246.70495327058325
cluster_3_2017-11-28,919.516,13.2,2.1,9742.256666666666,32553.516666666663,29.2,228.18653000404865
cluster_4_2017-11-28,1328.168,9.3,0.3,11660.413333333336,31848.296666666665,28.4,212.5151756349757
cluster_1_2017-11-29,466.971,6.3,-0.4,18429.09333333333,30842.79,19.8,296.818284289639
cluster_2_2017-11-29,682.367,7.1,-1.6,10920.343333333332,31632.073333333334,17.8,295.9677880609504
cluster_3_2017-11-29,927.492,11.6,-0.3,27638.86666666667,32451.06,27.6,298.72617132588874
cluster_4_2017-11-29,1365.289,6.2,0.6,18543.63,31738.48,16.5,299.20911746811555
cluster_1_2017-11-30,490.659,5.3,0.8,24056.266666666663,30727.14,23.2,306.5146893674864
cluster_2_2017-11-30,721.345,7.0,-0.3,17722.079999999998,31524.39333333333,24.1,288.9943677641445
cluster_3_2017-11-30,967.71,9.2,-0.5,21453.656666666662,32351.84333333333,39.6,260.24005674959983
cluster_4_2017-11-30,1399.891,5.0,-0.3,17062.343333333334,31632.12,19.2,297.2031512873734
cluster_1_2017-12-01,497.051,6.4,-0.2,22968.576666666664,30615.396666666667,26.3,351.01350286235225
cluster_2_2017-12-01,736.708,4.8,-1.4,19506.823333333334,31420.373333333333,23.2,333.0220639558275
cluster_3_2017-12-01,985.653,6.7,-2.2,23047.34,32256.02666666667,32.0,348.4193966098811
cluster_4_2017-12-01,1423.272,4.5,-1.7,12888.003333333334,31529.38333333333,20.6,334.71596521212354
cluster_1_2017-12-02,455.049,6.6,-1.8,20089.656666666662,30507.733333333334,13.5,42.957161341856064
cluster_2_2017-12-02,707.589,3.1,-1.9,18323.573333333334,31320.16333333333,30.1,309.3411344029835
cluster_3_2017-12-02,955.512,6.0,-3.3,16863.77,32163.756666666668,23.1,4.933311481615894
